"Zip","Date Recd","Date Rept","Lab No","1:1 Soil pH","WDRF Buffer","1:1 Soluble Salt","Excess Lime","Organic Matter","CO2-C","H2O Total N","H2O Organic N","H2O Total Organic C","H3A Nitrate","H3A Ammonium","H3A Inorganic Nitrogen","H3A Total Phosphorus","H3A Inorganic Phosphorus","H3A Organic Phosphorus","H3A ICAP Potassium","H3A ICAP Calcium","H3A ICAP Aluminum","H3A ICAP Iron","H3A ICAP Sulfur","H3A ICAP Zinc","H3A ICAP Manganese","H3A ICAP Copper","H3A ICAP Magnesium","H3A ICAP Sodium","% MAC","Organic C:N","Organic N:Inorganic N","Organic N Release","Organic N Reserve","Organic P Release","Organic P Reserve","Soil Health Calculation","Available N","Available P","Available K","Nutrient Value","Traditional N","Haney Test N","Lbs N Difference","N savings","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3","Beta Glucosidase ppm pNP g-1 soil h-1","Urease ppm NH4-N g-1 soil h-1","Phosphodiesterase ppm pNP g-1 soil h-1","Dehydrogenase ppm INTF g-1 soil h-1","Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1","Beta Glucosaminidase ppm pNP g-1 soil h-1","Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1","Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1","Arylsulfatase ppm pNP g-1 soil h-1","Enzyme Soil Moisture %","Beginning Depth","Ending Depth","Cover crop mix"
"83303","9/26/2022","9/28/2022","503549","8","","0.26","NONE","2","30.41","51.5","17.79","143.58","30.5","3.21","33.71","55.35","51.9","3.45","40.24","699.1","120.47","35.89","22.85","1.41","14.25","0.6","226.66","87.23","21.18","8.07","0.53","15.07","2.72","2.19","1.26","7.69","58.54","124.41","48.29","142.26","36.6","58.54","21.94","22.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503550","7.9","","0.3","NONE","2","28.77","46.39","17.15","138.61","25.5","3.74","29.24","45.46","41","4.46","34.19","617.94","119.45","37.13","29.15","1.28","15.06","0.69","208.92","100.73","20.76","8.08","0.59","14.24","2.91","2.78","1.68","7.36","52.18","100.69","41.03","121.1","30.6","52.18","21.58","22.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503551","7.9","","0.37","NONE","2.1","32.53","70.04","19.99","149.51","46.3","3.75","50.05","61.54","59.2","2.34","36.5","728.86","116.5","35.07","43.33","1.32","12.62","0.58","243.71","103.71","21.76","7.48","0.4","17.4","2.59","1.53","0.81","8.24","80.94","139.68","43.8","170.32","55.56","80.94","25.38","26.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503552","7.9","","0.15","NONE","1.8","28.08","40.3","19.85","149.48","17","3.45","20.45","42.82","39.3","3.52","33.09","624.53","123.74","37.39","15.61","1.15","11.68","0.7","203.34","86.58","18.79","7.53","0.97","14.92","4.93","1.98","1.54","7.78","42.44","94.95","39.71","107.67","20.4","42.44","22.04","22.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503553","8","","0.17","NONE","1.9","34.03","39.14","18.17","150.95","17.5","3.47","20.97","44.84","41.5","3.34","34.4","619.38","124.5","37.2","25.86","1.25","13.41","0.73","209.59","94.49","22.54","8.31","0.87","16.38","1.79","2.26","1.08","8.24","44.83","100.65","41.28","113.56","21","44.83","23.83","24.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503554","7.8","","0.32","NONE","2.1","42.49","53.65","21.12","171.69","29.8","2.73","32.53","48.55","44.2","4.35","28.6","629.91","121.91","39.21","28.72","1.25","14.84","0.64","214.78","95.04","24.75","8.13","0.65","20.91","0.21","3.23","1.12","9.8","64.13","109.08","34.32","134.03","35.76","64.13","28.37","29.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503555","8","","0.29","HIGH","4.9","216.05","45.55","28.36","256.12","14.2","2.99","17.19","46.66","40","6.66","257.56","2177.61","51.61","7.92","12.03","0.3","5.3","0.11","201.68","34.37","84.35","9.03","1.65","28.36","0","6.66","0","23.39","54.66","107.31","309.07","260.74","17.04","54.66","37.62","39.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","20% Legume 80% Grass"
"83303","9/26/2022","9/28/2022","503556","7.9","","0.36","HIGH","4.5","130.45","46.34","25.48","255.02","15.5","5.36","20.86","41.16","38.9","2.26","265.32","2238.95","48.37","6.14","20.4","0.19","4.2","0.11","225.72","42.41","51.15","10.01","1.22","25.48","0","2.26","0","18.52","55.6","94.67","318.39","260.57","18.6","55.6","37","38.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","30% Legume 70% Grass"
"83303","9/26/2022","9/28/2022","503557","8","","0.37","HIGH","6.2","146.47","59.28","27.96","312.26","26","5.32","31.32","66.7","64","2.7","255.4","2157.41","56.46","9.3","23.7","0.46","5.24","0.16","237.17","51.19","46.91","11.17","0.89","27.96","0","2.7","0","21.25","71.14","153.4","306.48","297.79","31.2","71.14","39.94","41.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","20% Legume 80% Grass"
"83303","9/26/2022","9/28/2022","503558","8.1","","0.25","HIGH","2.4","42.11","34.34","22.54","194.96","9.34","2.46","11.8","23.13","22.1","1.03","220.94","2491.5","37.61","4.66","11.6","0.06","1.88","0.09","200.37","33.73","21.6","8.65","1.91","19.47","3.07","0.67","0.36","10.36","37.53","52.37","265.13","195.69","11.21","37.53","26.32","27.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503559","8.2","","0.27","HIGH","2.4","45.83","34.58","22.35","201.7","9.44","2.79","12.23","17.14","15.4","1.74","213.77","2434.69","39.34","4.27","15.96","0.06","1.77","0.1","233.36","35.67","22.72","9.03","1.83","20.31","2.04","1.19","0.55","10.85","39.05","38.15","256.53","186.42","11.33","39.05","27.72","28.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503560","8","","0.39","HIGH","3","41.07","53.64","31.01","297.79","19.8","2.83","22.63","40.73","37.1","3.63","291.8","2289.59","53.61","9.22","23.12","0.11","3.52","0.13","215.66","55.33","13.79","9.6","1.37","17.11","13.9","1.5","2.13","13.16","47.68","88.79","350.16","265.51","23.76","47.68","23.92","24.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503561","8.3","","0.25","HIGH","1.8","23.47","29.77","20.28","178.53","6.85","2.64","9.49","12.2","11.2","1","156.96","2836.18","18.42","2.44","16.18","0.03","0.7","0.07","226.18","30.47","13.15","8.8","2.14","10.66","9.61","0.4","0.61","7.95","24.18","26.67","188.35","131.59","8.22","24.18","15.96","16.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503562","8.3","","0.25","HIGH","2.4","24.09","31.9","21.84","205.05","7.64","2.42","10.06","9.28","8.33","0.95","277.64","2770.91","18.32","2.31","15.08","0.02","1.03","0.11","269.69","40.44","11.75","9.39","2.17","10.26","11.58","0.33","0.61","8.69","24.39","19.93","333.17","201.11","9.17","24.39","15.22","15.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503563","8.2","","0.45","HIGH","1.8","12.17","75.35","23.23","227.22","49.1","3.02","52.12","16.21","15.1","1.11","264.81","2785.81","18.61","2.56","23.99","0.03","1.03","0.11","271.01","84.61","5.36","9.78","0.45","4.98","18.26","0.18","0.93","8.08","68.52","35.14","317.78","246.31","58.92","68.52","9.6","9.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503564","8.1","","0.28","HIGH","3.9","33.01","45.8","18.82","158.97","23.1","3.88","26.98","34.46","33.3","1.16","218.96","2216","38.63","7.32","12.82","0.14","0.98","0.09","231.3","52.38","20.76","8.45","0.7","15.63","3.19","0.72","0.44","8.36","51.13","78.25","262.75","220.55","27.72","51.13","23.41","24.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503565","8.3","","0.32","HIGH","5.4","48.59","56.8","18.88","169.11","32.3","5.62","37.92","42.39","41.3","1.09","278.78","2362.89","26.69","6.77","16.98","0.1","0.74","0.14","296.26","50.65","28.74","8.96","0.5","18.88","0","0.94","0.15","10.13","68.16","97.15","334.53","282.85","38.76","68.16","29.4","30.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503566","8.1","","0.25","HIGH","4.3","51.28","41.82","17.19","149.24","19.6","5.03","24.63","24.64","22.4","2.24","233.32","2490.71","25.14","4.59","11.08","0.07","0.63","0.1","200.12","43.51","34.36","8.68","0.7","17.19","0","2.24","0","9.83","50.18","56.67","279.99","218.25","23.52","50.18","26.66","27.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503567","9","","0.22","HIGH","2.1","8.46","28.01","18.56","157.15","7.15","2.3","9.45","12.76","11.6","1.16","112.41","2483.57","26.17","3.59","9.89","0.05","0.45","0.1","271.18","202.58","5.38","8.47","1.96","4","14.57","0.19","0.97","5.84","16.13","27.11","134.89","96.7","8.58","16.13","7.55","7.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503568","8.6","","0.22","HIGH","2","11.83","26.21","17.77","158.06","6.25","2.19","8.44","10.76","9.78","0.98","258.29","2642.96","21.95","7.29","11.27","0.09","0.56","0.13","287.06","90.01","7.48","8.9","2.11","5.32","12.45","0.22","0.76","6.12","16.51","23","309.95","182.72","7.5","16.51","9.01","9.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503569","8.5","","0.23","HIGH","2.5","15.06","25.14","14.54","124.1","8.14","2.46","10.6","7.62","6.93","0.69","184.24","2796.56","18.01","2.98","10.96","0.07","0.44","0.09","181.51","51.1","12.14","8.54","1.37","7.06","7.48","0.25","0.44","5.44","21.19","16.52","221.09","140.18","9.77","21.19","11.42","11.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503570","9.1","","0.32","HIGH","1.6","4.65","25.93","17.85","159.93","5.49","2.59","8.08","4.96","4.51","0.45","81.41","2666.4","12.12","1.75","12.49","0.04","0.27","0.08","315.19","299.54","2.91","8.96","2.21","2.08","15.78","0.04","0.41","5.45","12.19","10.46","97.69","66.33","6.59","12.19","5.6","5.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503571","8.9","","0.27","HIGH","1.5","7.76","23.35","16.95","152.02","4.1","2.3","6.4","3.28","2.98","0.3","177.44","2776.09","14.72","5.56","17.88","0.03","0.39","0.08","326.85","119.77","5.1","8.97","2.65","3.46","13.49","0.05","0.25","5.51","11.83","6.96","212.93","121.97","4.92","11.83","6.91","7.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503572","8.4","","0.2","HIGH","1.8","11.39","18.71","11.58","106.83","4.84","2.29","7.13","3.21","2.92","0.29","119.85","3019.77","12.93","2.15","12.39","0.03","0.46","0.1","217.07","39.94","10.66","9.23","1.62","4.94","6.64","0.09","0.2","4.43","14.48","6.93","143.82","90.16","5.81","14.48","8.67","9.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503573","7.8","","1","HIGH","5.2","97.62","52.35","25.96","234.45","22.1","4.29","26.39","49.94","45.4","4.54","317.38","2848.43","38.38","5.39","313.07","1.05","2.62","0.08","187.68","86.91","41.64","9.03","0.98","25.96","0","4.54","0","17.05","62.82","114.86","380.85","308.59","26.52","62.82","36.3","37.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","30% Legume 70% Grass"
"83303","9/26/2022","9/28/2022","503574","7.9","","0.26","NONE","2.6","59.85","33.72","21.36","204.15","9.13","3.23","12.36","37.51","34.1","3.41","194.99","869.19","199.27","16.01","8.27","0.28","7.73","0.29","198.76","36.72","29.32","9.56","1.73","21.36","0","3","0.41","12.2","40.47","85.33","233.99","198.33","10.96","40.47","29.51","30.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503575","8","","0.43","HIGH","3","37.48","44.33","23.12","227.77","17.7","3.51","21.21","28.68","24.5","4.18","225.18","1956.86","112.54","7.82","25.72","0.16","4.5","0.23","213.59","92.42","16.46","9.85","1.09","15.22","7.9","2.06","2.12","10.62","43.72","61.1","270.22","208.68","21.24","43.72","22.48","23.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503576","7.8","","0.74","NONE","4.2","273.84","79.41","37.91","385.6","37.1","4.4","41.5","77.33","70.3","7.03","198.81","737.02","148.13","18.06","51.18","0.91","16.21","0.21","192.93","458.83","71.02","10.17","0.91","37.91","0","7.03","0","31.06","95.29","177.86","238.57","300.21","44.52","95.29","50.77","52.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503577","8","","0.22","NONE","2.9","53.98","40.13","21.1","224.79","15.7","3.33","19.03","40.81","37.1","3.71","139.99","1067.24","179.4","12.16","10.03","0.28","5.75","0.24","202.38","36.44","24.01","10.65","1.11","20.27","0.83","2.67","1.04","12","47.15","91.48","167.99","175.11","18.84","47.15","28.31","29.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503578","7.9","","0.54","HIGH","4.5","69.74","63.47","28.75","289.87","30.8","3.92","34.72","37.4","34","3.4","332.28","2590.8","35.62","4.71","34.17","0.07","1.97","0.11","229.42","101.26","24.06","10.08","0.83","27.67","1.08","2.45","0.95","15.65","74.87","83.84","398.73","315.8","36.96","74.87","37.91","39.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","30% Legume 70% Grass"
"83303","9/26/2022","9/28/2022","503579","7.5","","0.54","NONE","6.6","117.27","127.7","33.84","355.43","90.3","3.56","93.86","250.8","228","22.8","383.72","1172.45","93.54","11.21","27.57","0.59","10.7","0.25","235.66","62.65","32.99","10.5","0.36","33.84","0","22.57","0.23","20.27","153.24","576.31","460.47","654.71","108.36","153.24","44.88","46.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503580","8.1","","0.52","HIGH","2.5","30.78","92.08","36.4","362.45","52.3","3.38","55.68","84.48","76.8","7.68","321.43","1133.59","111.76","13.63","27.75","0.34","9.84","0.28","236.47","334.68","8.49","9.96","0.65","12.37","24.04","1.96","5.72","13.97","81.65","181.14","385.72","361.1","62.76","81.65","18.89","19.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503581","7.9","","0.25","NONE","3.3","79.87","55.91","28.46","255.48","24","3.45","27.45","70.4","64","6.4","244.55","871.89","180.65","16.92","9.93","0.47","15.21","0.21","212.82","40.94","31.26","8.98","1.04","28.46","0","6","0.4","15.94","67.09","161","293.47","290.57","28.8","67.09","38.29","39.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","30% Legume 70% Grass"
"83303","9/26/2022","9/28/2022","503582","8","","0.32","HIGH","1.8","35.04","56.71","13.54","138.15","39.2","3.97","43.17","7.14","6.49","0.65","45.96","2801.8","18.67","2.38","17.69","0.06","1.76","0.08","288.85","37.94","25.36","10.2","0.31","13.54","0","0.49","0.16","7.62","68.05","16.06","55.16","105.74","47.04","68.05","21.01","21.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503583","8.2","","0.18","HIGH","2.2","32.77","29.04","20.81","179.09","5.24","2.99","8.23","12.47","8.99","3.48","130.27","1725.25","92.43","6.73","8.8","0.16","2.9","0.31","261.66","31.92","18.3","8.61","2.53","15.23","5.58","1.91","1.57","8.94","28.16","25.07","156.32","118.98","6.29","28.16","21.87","22.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503584","8.1","","1.05","HIGH","2","20.22","28.61","20.01","204.54","5.45","3.15","8.6","7.62","4.96","2.66","62.5","2050.83","84.38","5.59","117.02","0.06","1.5","0.16","210.65","549.63","9.89","10.22","2.33","7.91","12.09","0.79","1.87","8.11","19.81","13.22","75.01","64.19","6.54","19.81","13.27","13.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503585","8.2","","3.73","HIGH","2.3","41.91","48.83","28.35","306.97","17","3.48","20.48","11.55","9.23","2.32","103.59","2511.06","21.73","3.21","592.72","0.04","0.85","0.14","309.18","1461.42","13.65","10.83","1.38","15.48","12.87","0.95","1.37","13.16","43.15","23.41","124.31","117.8","20.4","43.15","22.75","23.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","40% Legume 60% Grass"
"83303","9/26/2022","9/28/2022","503586","8.1","","0.33","HIGH","2.4","35.66","30.45","19.11","179.8","7.96","3.38","11.34","5.31","3.96","1.35","86.6","2457.8","46.22","2.77","12.97","0.04","1.16","0.09","258.75","30.84","19.83","9.41","1.69","15.16","3.95","0.8","0.55","9.07","31.8","10.95","103.92","90.08","9.55","31.8","22.25","23.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503587","8","","1.29","HIGH","3.2","32.53","60.85","21.48","234.01","35.9","3.47","39.37","24.64","22.4","2.24","295.56","2724.3","40.72","7.2","115.76","0.06","1.56","0.1","241.11","311.18","13.9","10.89","0.55","11.95","9.54","0.93","1.31","10.08","61.58","53.67","354.67","266.07","43.08","61.58","18.5","19.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503588","8","","0.47","HIGH","2.9","37.68","70.23","28","332.36","39","3.23","42.23","118.8","108","10.8","396.09","1314.11","116.78","11.28","23.87","0.34","6.68","0.38","263.19","171.5","11.34","11.87","0.66","12.7","15.3","3.67","7.13","13.22","65.91","256.85","475.3","424.35","46.8","65.91","19.11","19.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503589","8.8","","0.79","HIGH","2.2","12.24","78.06","35.31","425.29","39.9","2.85","42.75","32.01","29.1","2.91","179.37","1675.31","69.95","6.64","46.51","0.08","3.12","0.26","290.78","771.52","2.88","12.04","0.83","4.06","31.25","0.25","2.66","13.26","56.18","67.51","215.24","197.1","47.88","56.18","8.3","8.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503590","8.1","","0.25","NONE","2.1","26.56","26.88","19.15","189.86","4.69","3.04","7.73","50.16","45.6","4.56","90.76","724.84","195.58","14.67","5.94","0.16","4.29","0.37","187.72","48.16","13.99","9.92","2.48","10.71","8.43","1.91","2.65","8.37","22.13","109.28","108.91","127.74","5.63","22.13","16.5","17.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503591","8.2","","3.4","HIGH","1.8","15.67","23.68","16.59","190.02","3.96","3.13","7.09","15.58","13","2.58","99.67","1127.19","133.18","7.16","5.72","0.14","1.03","0.21","187.98","41.51","8.25","11.46","2.34","5.47","11.11","0.64","1.94","7.03","15.07","31.37","119.61","89.91","4.75","15.07","10.32","10.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503592","8.2","","0.29","HIGH","1.9","29.71","18.4","11.99","146.93","3.58","2.83","6.41","7.58","6.89","0.69","61.35","1989.52","47.57","3.39","274.89","0.04","0.62","0.12","234.35","1079.96","20.22","12.25","1.87","9.7","2.29","0.42","0.27","7.11","19.33","16.81","73.62","64.65","4.3","19.33","15.04","15.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503593","8.6","","1.5","HIGH","1.7","14.71","25.89","21.29","265.76","2.13","2.47","4.6","7.37","5.16","2.21","102.39","2185.5","74.38","3.79","9.6","0.06","0.8","0.12","215.89","118.66","5.53","12.48","4.63","4.71","16.58","0.37","1.84","8.91","11.18","12.71","122.87","78.9","2.56","11.18","8.62","8.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503594","8.5","","4.9","HIGH","1.6","10.52","35.33","22.15","304.04","10.1","3.08","13.18","4.58","4.16","0.42","139.68","2776.65","24.1","3.51","12","0.04","0.33","0.07","230.82","112.25","3.46","13.73","1.68","3.07","19.08","0.04","0.37","9.35","19.5","9.67","167.62","108.53","12.12","19.5","7.38","7.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503595","8.4","","0.21","HIGH","2.1","28.12","22.56","14.17","169.81","5.2","3.19","8.39","2.05","1.86","0.19","49.97","2970.45","16.06","2.31","13.52","0.03","0.46","0.06","284.62","35.96","16.56","11.99","1.69","9.38","4.78","0.09","0.09","7.63","21.33","4.49","59.97","54.23","6.24","21.33","15.09","15.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503596","7.9","","2.9","HIGH","2.2","21.5","40.27","15.13","208.15","21.8","3.34","25.14","13.61","11.9","1.71","122.75","3412.45","30.26","2.81","697.77","0.04","0.91","0.1","259.69","709.26","10.33","13.76","0.6","6.25","8.88","0.53","1.18","7.83","37.67","28.59","147.29","125.97","26.16","37.67","11.51","11.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503597","8.4","","0.53","HIGH","2.5","26.37","58.93","22.46","308.02","33.6","2.87","36.47","14","12.1","1.9","254.55","2533.72","25.91","3.16","26.91","0.03","1.03","0.1","288","291.33","8.56","13.71","0.62","7.69","14.77","0.49","1.41","11.04","53","28.95","305.46","221.16","40.32","53","12.68","13.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","10% Legume 90% Grass"
"83303","9/26/2022","9/28/2022","503598","8.8","","1.26","HIGH","1.5","11.22","97.47","24.65","483.56","70.2","2.62","72.82","4.53","3.68","0.85","66.31","2379.12","13.71","1.95","114.23","0.05","0.77","0.17","322.12","1071.65","2.32","19.62","0.34","2.29","22.36","0.06","0.79","13.26","90.13","8.6","79.58","137.48","84.24","90.13","5.89","6.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503599","8.4","","0.56","HIGH","1.9","23.21","28.6","21.85","196.62","4.21","2.54","6.75","3","2.73","0.27","134.11","2679.65","21.39","2.34","50.51","0.1","0.71","0.08","272.77","297.28","11.81","9","3.24","10.32","11.53","0.1","0.18","8.44","20.48","6.5","160.93","104.75","5.05","20.48","15.43","16.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503600","8","","0.38","HIGH","4.6","46.96","32.82","17.9","186.34","11.1","3.82","14.92","53.24","48.4","4.84","221.58","2313.95","61.69","9.18","65.18","0.8","1.52","0.1","202.17","108","25.2","10.41","1.2","17.9","0","3.66","1.18","10.21","39.39","119.74","265.89","228.99","13.32","39.39","26.07","27.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","40% Legume 60% Grass"
