"Zip","Date Recd","Date Rept","Lab No","1:1 Soil pH","WDRF Buffer","1:1 Soluble Salt","Excess Lime","Organic Matter","CO2-C","H2O Total N","H2O Organic N","H2O Total Organic C","H3A Nitrate","H3A Ammonium","H3A Inorganic Nitrogen","H3A Total Phosphorus","H3A Inorganic Phosphorus","H3A Organic Phosphorus","H3A ICAP Potassium","H3A ICAP Calcium","H3A ICAP Aluminum","H3A ICAP Iron","H3A ICAP Sulfur","H3A ICAP Zinc","H3A ICAP Manganese","H3A ICAP Copper","H3A ICAP Magnesium","H3A ICAP Sodium","% MAC","Organic C:N","Organic N:Inorganic N","Organic N Release","Organic N Reserve","Organic P Release","Organic P Reserve","Soil Health Calculation","Available N","Available P","Available K","Nutrient Value","Traditional N","Haney Test N","Lbs N Difference","N savings","Cover Crop Mix","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3","Beta Glucosidase ppm pNP g-1 soil h-1","Urease ppm NH4-N g-1 soil h-1","Phosphodiesterase ppm pNP g-1 soil h-1","Dehydrogenase ppm INTF g-1 soil h-1","Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1","Beta Glucosaminidase ppm pNP g-1 soil h-1","Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1","Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1","Arylsulfatase ppm pNP g-1 soil h-1","Enzyme Soil Moisture %","Beginning Depth","Ending Depth","Regen Score","Regen verified","MCC tons per acre"
"76571","3/15/2024","3/19/2024","6200","8.2","","0.41","HIGH","3.1","160.53","37.75","30.99","396.59","4.69","3.89","8.58","43.63","37.1","6.53","451.99","1906.7","47.72","4.88","10.55","0.01","0.79","0.15","432.79","98.87","40.48","12.8","4.58","30.99","0","6.53","0","24.41","71.23","100.36","542.38","391.44","8.44","71.23","62.79","65.3","20% Legume 80% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","17.4","Yes","5.2"
"76571","3/15/2024","3/19/2024","6201","8.3","","0.38","HIGH","1.8","69.98","16.58","13.7","244.82","1.3","6.36","7.66","6.92","5.21","1.71","261.06","1969.43","53.34","4.4","18.3","0.01","0.36","0.07","436.56","164.77","28.58","17.87","4.76","13.7","0","1.47","0.24","13.26","38.45","15.36","313.27","203.69","2.34","38.45","36.11","37.55","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6202","8.2","","0.36","HIGH","3","114.31","23.38","20.12","346.82","1.2","3.57","4.77","42.61","35.8","6.81","406.44","2019.39","39.41","5.27","11.47","0.01","0.88","0.12","391.35","96.73","32.96","17.24","6.17","20.12","0","6.74","0.08","18.47","44.8","97.83","487.72","335.45","2.16","44.8","42.64","44.34","30% Legume 70% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","8.4","Yes","2.4"
"76571","3/15/2024","3/19/2024","6203","8.3","","0.37","HIGH","1.7","46.31","13.94","12.49","213.26","0.25","5.93","6.18","5.68","4.46","1.22","383.66","2439.62","40.76","3.11","21.13","0.01","0.25","0.02","329.9","137.28","21.72","17.07","8.6","10.85","1.64","0.79","0.43","10.15","30.66","12.09","460.39","267.64","0.45","30.66","30.21","31.41","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6204","8.2","","0.3","HIGH","2.2","36.23","22.68","16.3","249.06","4.92","7.16","12.08","9.68","7.18","2.5","213.01","2557.35","27.04","3.16","9.55","0.01","0.52","0.02","333.78","71.36","14.55","15.28","2.55","9.49","6.82","1.09","1.41","10.23","38.82","19.02","255.61","176.93","8.86","38.82","29.96","31.16","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","22.1","Yes","5.5"
"76571","3/15/2024","3/19/2024","6205","8.1","","0.44","HIGH","1.6","19.01","31.91","12.21","187.84","18.6","5.2","23.8","2.3","1.87","0.43","45.02","2830.52","26.02","2.28","29.81","0.01","0.23","0.04","326.51","102.66","10.12","15.39","0.62","4.94","7.26","0.13","0.3","6.88","51.74","4.6","54.02","82.93","33.48","51.74","18.26","18.99","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6206","8","","0.28","HIGH","2.9","140.97","27.22","22.08","322.32","3.57","3.55","7.12","55.47","46.8","8.67","298.85","1010.39","110.71","12.42","8.85","0.62","2.78","0.08","350.02","47.7","43.74","14.6","4.3","22.08","0","8.67","0","20.4","52.55","127.57","358.62","292.65","6.43","52.55","46.13","47.97","20% Legume 80% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","13.8","Yes","3.8"
"76571","3/15/2024","3/19/2024","6207","8.1","","0.28","HIGH","1.8","49.63","20.82","12.44","192.95","6.8","3.63","10.43","4.03","3.2","0.83","70.88","1736.48","92.54","8.48","12.05","0.01","0.54","0.13","362.66","99.12","25.72","15.51","1.48","12.44","0","0.64","0.19","10.07","41.16","8.83","85.05","89.4","12.24","41.16","28.92","30.08","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6208","8.1","","0.27","HIGH","2.8","67.47","22.93","18.97","283.28","2.19","2.57","4.76","12.13","8.86","3.27","296.07","2267.21","35.4","3.59","7.37","0.01","0.55","0.03","348.09","52.36","23.82","14.93","4.79","18.08","0.9","2.33","0.93","14.31","41.11","25.75","355.29","232.24","3.94","41.11","37.16","38.65","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","21.9","Yes","5.4"
"76571","3/15/2024","3/19/2024","6209","8.1","","0.27","HIGH","1.7","32.66","16.8","12.15","183.83","3.6","4.16","7.76","2.26","1.95","0.31","65.52","2605.57","28.86","2.74","12.04","0.01","0.24","0.04","362.43","75.96","17.77","15.13","2.61","8.64","3.51","0.16","0.14","8.16","29.51","4.86","78.63","72.25","6.48","29.51","23.03","23.95","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6210","7.9","","0.25","HIGH","3","167.98","24.14","20.35","296.09","2.06","3.7","5.76","61.73","53.2","8.53","295.75","736.8","153.57","18.71","7.39","0.74","5.75","0.09","342.69","53.21","56.73","14.55","5.37","20.35","0","8.53","0","21.95","46.99","141.97","354.9","291.63","3.71","46.99","43.28","45.01","20% Legume 80% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","6.8","No","2.2"
"76571","3/15/2024","3/19/2024","6211","8","","0.3","HIGH","1.8","54.67","17.4","11.79","192.17","3.7","3.61","7.31","13.02","9.27","3.75","80.71","885.95","177.22","20.31","11.28","0.1","1.95","0.12","331.62","109.46","28.45","16.3","2.1","11.79","0","3.2","0.55","10.49","34.38","28.67","96.85","97.37","6.66","34.38","27.72","28.83","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6212","7.9","","0.24","HIGH","2.5","68.88","15.9","12.75","198.14","2.01","3.05","5.06","7.01","4.74","2.27","185.36","2234.32","67.53","5.25","5.37","0.01","0.79","0.01","197.82","24.95","34.76","15.54","4.05","12.75","0","2.27","0","12.13","32.06","16.12","222.44","151.97","3.62","32.06","28.44","29.58","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","24.5","Yes","3.5"
"76571","3/15/2024","3/19/2024","6213","8","","0.27","HIGH","1.8","57.17","12.4","9.46","145.73","1.93","3.66","5.59","2.17","1.84","0.33","80.05","2487.76","44.15","3.1","4.87","0.01","0.26","0.05","287.31","21.11","39.23","15.4","3.22","9.46","0","0.33","0","9.58","27.09","5","96.06","78.5","3.47","27.09","23.62","24.56","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6214","7.9","","0.27","HIGH","2.6","91.13","23.2","14.3","221.82","7.58","3.84","11.42","10.09","6.8","3.29","300.55","2350.45","56.87","4.1","8.02","0.01","0.5","0.01","209.91","27.83","41.08","15.51","1.61","14.3","0","3.29","0","14.98","46.3","23.2","360.66","239.16","13.64","46.3","32.66","33.97","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","5.7","No","1.8"
"76571","3/15/2024","3/19/2024","6215","8","","0.34","HIGH","2","15.41","16.51","8.25","159.75","6.82","4.56","11.38","2.01","1.93","0.08","80.46","2601.72","41.33","3.5","11.31","0.01","0.29","0.05","276.39","28.76","9.65","19.37","1","3.18","5.07","0.02","0.06","5.56","26.21","4.49","96.55","77.61","12.28","26.21","13.94","14.5","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6216","8","","0.26","HIGH","2.3","71.99","27.15","20.46","215.6","5.08","3.19","8.27","5.59","3.68","1.91","186.93","2383.71","57.52","5.63","6.04","0.01","0.64","0.01","260.8","25.45","33.39","10.54","3.06","20.46","0","1.91","0","13.56","51.71","12.85","224.32","171.85","9.14","51.71","42.56","44.27","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","10.4","Yes","2.3"
"76571","3/15/2024","3/19/2024","6217","8","","0.3","HIGH","2","75.96","18.26","12.14","156.1","5.31","3.11","8.42","2.4","2.06","0.34","89.06","2607.3","42.28","3.44","6.97","0.01","0.35","0.04","340.42","23.37","48.66","12.86","1.98","12.14","0","0.34","0","11.93","37.01","5.52","106.87","94.46","9.56","37.01","27.45","28.55","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6218","8.1","","0.21","HIGH","2.5","88.64","16.04","13.97","180.65","0.69","2.66","3.35","6.4","4.28","2.12","178.54","2326.57","62.96","4.15","4.01","0.01","0.59","0.02","258.05","15.6","49.07","12.93","6.77","13.97","0","2.12","0","13.87","31.17","14.71","214.25","146.31","1.23","31.17","29.94","31.14","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","16.5","Yes","3.1"
"76571","3/15/2024","3/19/2024","6219","8.1","","0.24","HIGH","1.9","64.74","9.8","8.14","131","1.08","3","4.08","2.17","2.02","0.15","86.4","2549.34","37.41","3.24","4.16","0.01","0.24","0.05","399.21","16.11","49.42","16.1","4.9","8.14","0","0.15","0","9.91","21.99","4.99","103.68","77.01","1.94","21.99","20.05","20.85","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6220","8.1","","0.42","HIGH","2.2","43.09","67","36.5","294.91","28.1","2.85","30.95","61.61","52.7","8.91","518.58","1911.07","81.68","6.79","14.65","0.01","1.97","0.15","281.64","85.05","14.61","8.08","1.2","21.33","15.16","3.91","5","13.86","94.11","130.19","622.29","468.91","50.58","94.11","43.53","45.27","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","7.9","Yes","2.0"
"76571","3/15/2024","3/19/2024","6221","8.1","","0.46","HIGH","1.9","43.14","46","16.52","171.6","27","2.94","29.94","3.04","2.88","0.16","172.98","2496.73","49.17","3.02","13.48","0.01","0.3","0.01","347.76","140.57","25.14","10.39","0.56","16.52","0","0.12","0.04","9.4","83.63","6.91","207.57","193.94","48.6","83.63","35.03","36.43","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6222","8.1","","0.39","HIGH","2.1","36.4","43.5","26.52","252.04","14.7","2.7","17.4","35.38","29.3","6.08","493.62","2126.49","62.48","6.09","10.02","0.01","1.03","0.05","267.95","78.72","14.44","9.5","1.56","15.32","11.2","2.63","3.45","11.33","58.9","73.45","592.34","391.22","26.46","58.9","32.44","33.74","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","11.6","Yes","3.4"
"76571","3/15/2024","3/19/2024","6223","8.1","","0.39","HIGH","1.8","47.64","30.9","13.16","170.91","14.7","3.61","18.31","2.97","2.7","0.27","86.31","2385.09","55.56","3.81","10.65","0.01","0.36","0.02","348.05","122.02","27.87","12.99","0.74","13.16","0","0.22","0.04","9.5","56.64","6.72","103.57","113.78","26.46","56.64","30.18","31.39","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6224","7.9","","0.45","HIGH","2.9","54.21","55.8","36.27","315.88","17","3","20","112.62","101","11.62","555.97","1074.09","89.82","13.13","11.59","0.68","4.01","0.07","351.81","49.39","17.16","8.71","1.86","24.9","11.37","5.98","5.64","15.37","80.82","246.06","667.16","530.82","30.6","80.82","50.22","52.23","30% Legume 70% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","8.7","Yes","2.6"
"76571","3/15/2024","3/19/2024","6225","7.9","","0.41","HIGH","1.9","50.51","42.3","17.9","199","21.3","3.68","24.98","4.7","3.86","0.84","98.94","2040.29","63.7","5.55","12.95","0.01","0.51","0.02","402.31","96.8","25.38","11.12","0.73","17.9","0","0.64","0.2","10.82","77.18","10.35","118.72","144.39","38.34","77.18","38.84","40.39","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6226","7.9","","0.39","HIGH","2.6","46.8","51.2","30.48","283.69","17.8","3.46","21.26","76.41","65.5","10.91","457.41","1277.46","82.48","15.57","13.11","0.67","3.03","0.08","362.13","78.8","16.5","9.31","1.47","20.11","10.37","5.4","5.51","13.4","74.47","163.07","548.89","426.91","32.04","74.47","42.43","44.13","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","19.8","Yes","3.8"
"76571","3/15/2024","3/19/2024","6227","7.9","","0.39","HIGH","1.9","36.42","44.3","18.94","207.64","21.7","4.34","26.04","5.84","4.49","1.35","110.41","2016.7","60.6","8.08","14.76","0.01","0.78","0.03","407.53","110.1","17.54","10.96","0.75","13.29","5.65","0.71","0.64","9.69","70.79","11.96","132.49","145.37","39.06","70.79","31.73","33","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6228","8.1","","0.33","HIGH","2.3","71.86","44.5","33.81","302.91","7.91","3.3","11.21","23.04","18.1","4.94","284.83","2061.31","49.41","4.77","12.68","0.01","0.8","0.03","372.84","76.67","23.72","8.96","3.16","32.08","1.73","3.52","1.42","16.62","77.92","49.72","341.8","274.81","14.24","77.92","63.69","66.23","30% Legume 70% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","18.7","Yes","3.9"
"76571","3/15/2024","3/19/2024","6229","8.1","","0.39","HIGH","1.7","37.83","28.9","11.98","186.4","13.6","3.94","17.54","2.39","2.17","0.22","68.18","2442.92","44.88","3.16","25.34","0.01","0.3","0.01","399.11","138.28","20.3","15.56","0.71","9.72","2.25","0.14","0.09","8.71","49.07","5.31","81.81","94.38","24.48","49.07","24.59","25.58","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6230","8.1","","0.31","HIGH","2.6","65.9","42.1","33.54","326.09","5.9","3.15","9.05","23.36","18.1","5.26","347.25","2198.27","47.54","4.44","9.49","0.01","0.71","0.05","386.31","68.26","20.21","9.72","3.92","27.12","6.43","3.19","2.07","16.47","65.1","48.96","416.71","298.58","10.62","65.1","54.48","56.66","30% Legume 70% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","25.2","Yes","5.7"
"76571","3/15/2024","3/19/2024","6231","8.1","","0.34","HIGH","1.9","37.95","28","12.92","199.52","11.7","4.01","15.71","2.82","2.58","0.24","111.04","2481.56","47.5","3.32","14.73","0.01","0.29","0.01","421.65","111.92","19.02","15.44","0.86","9.83","3.09","0.14","0.1","9.08","45.97","6.25","133.25","117.31","21.06","45.97","24.91","25.9","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6232","8.1","","0.75","HIGH","2.6","40.66","90","52.23","458.04","35","3.28","38.28","40.21","31.9","8.31","774.07","2165.57","35.68","5.71","32.84","0.01","1.36","0.05","373.36","174.29","8.88","8.77","1.38","18.55","33.69","2.21","6.09","18.45","102.29","78.46","928.88","606.91","63","102.29","39.29","40.86","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","27.4","Yes","6.5"
"76571","3/15/2024","3/19/2024","6233","7.9","","0.57","HIGH","1.9","29.44","44.1","19.15","225.22","20.6","5.16","25.76","3.08","2.79","0.29","95.58","2590.63","31.6","3.04","21.49","0.01","0.34","0.03","404.95","127.05","13.07","11.76","0.77","10.01","9.14","0.11","0.17","9.36","64.39","6.68","114.69","127.38","37.08","64.39","27.31","28.4","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6234","8.1","","0.06","HIGH","3.1","45.75","95.3","64.1","499.15","28.4","3.32","31.72","66.51","56.1","10.41","746.18","1415.72","79.71","12.97","35.62","0.48","3.55","0.15","371.06","182.56","9.17","7.79","2.05","23.5","40.6","2.86","7.54","20.97","99.4","135.61","895.42","613.46","51.12","99.4","48.28","50.21","20% Legume 80% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","16.0","Yes","3.9"
"76571","3/15/2024","3/19/2024","6235","7.9","","0.75","HIGH","2","57.58","45.5","17.01","213.16","24","5.32","29.32","4.37","3.54","0.83","100.83","2182.59","53.61","4.52","29.5","0.01","0.53","0.01","406.44","134.07","27.01","12.53","0.6","17.01","0","0.68","0.16","11.72","83.4","9.69","120.99","151.69","43.2","83.4","40.2","41.81","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6236","8.1","","0.48","HIGH","2.4","66.78","48.3","34.83","343.5","10.7","3.28","13.98","11.77","8.17","3.6","401.29","2416.2","26.32","3.84","14.45","0.01","0.61","0.01","355.61","83.19","19.44","9.86","2.59","27.09","7.74","2.1","1.5","17.03","73.93","23.62","481.55","328.52","19.26","73.93","54.67","56.85","30% Legume 70% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","29.6","Yes","6.6"
"76571","3/15/2024","3/19/2024","6237","8.1","","0.41","HIGH","1.9","50.48","32.46","17.27","199.76","11.4","4.5","15.9","2.34","2.14","0.2","92.07","2769.8","23.36","3.42","11.06","0.01","0.28","0.03","360.96","88.91","25.27","11.57","1.14","17.27","0","0.15","0.05","10.77","59.71","5.27","110.49","119.76","20.52","59.71","39.19","40.75","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6238","8","","0.62","HIGH","2.3","58.9","91.97","69.6","507.19","19.9","2.94","22.84","68.56","46.6","21.96","511.72","839.89","109.23","17.57","28.61","0.99","8.1","0.13","402.75","152.35","11.61","7.29","3.11","32.33","37.27","7.65","14.31","22.99","99.3","124.77","614.06","467.7","35.82","99.3","63.48","66.02","20% Legume 80% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","14.2","Yes","2.2"
"76571","3/15/2024","3/19/2024","6239","7.9","","0.49","HIGH","1.7","54.61","39.5","23.2","216.98","13.6","3.2","16.8","11.9","7.36","4.54","97.29","1609.31","75.92","8.42","19.26","0.12","1.28","0.08","378.53","97.08","25.17","9.35","1.42","23.2","0","3.42","1.11","12.12","71.99","24.8","116.75","144.66","24.48","71.99","47.51","49.41","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6240","8.2","","0.29","HIGH","1.7","29.96","26.45","20.97","231.79","2.23","2.99","5.22","9.18","6.47","2.71","222.25","2527.27","29.78","3.4","6.79","0.01","0.48","0.01","302.79","49.04","12.93","11.05","3.83","10.84","10.13","1.05","1.66","9.73","28.91","17.3","266.7","171.38","4.01","28.91","24.9","25.9","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","9.0","Yes","2.7"
"76571","3/15/2024","3/19/2024","6241","8.2","","0.28","HIGH","1.4","16.6","15.7","11.26","167.06","2.49","3.06","5.55","1.98","1.92","0.06","68.01","2815.07","29.63","2.16","11.39","0.01","0.25","0.03","342.73","67.32","9.94","14.84","2.54","4.47","6.78","0.02","0.04","6.13","18.04","4.46","81.61","61.62","4.48","18.04","13.56","14.1","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6242","8.2","","0.32","HIGH","2.4","11.54","35.77","28.5","283.66","5.03","3.12","8.15","17.19","12.2","4.99","374.7","2480.78","28.04","2.47","8.94","0.01","0.31","0.02","338.13","59.88","4.07","9.95","3.92","4.64","23.87","0.61","4.38","9.68","23.02","29.46","449.64","262.32","9.05","23.02","13.97","14.52","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","8.5","Yes","2.9"
"76571","3/15/2024","3/19/2024","6243","8.2","","0.31","HIGH","1.7","29.26","24.82","16.26","174.58","6.9","2","8.9","2.17","2.03","0.14","47.59","2794.39","26.24","2.01","11.23","0.01","0.21","0.03","357.46","86.09","16.76","10.74","1.9","10.9","5.36","0.07","0.07","8.04","35.64","4.84","57.11","67.85","12.42","35.64","23.22","24.15","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","","",""
"76571","3/15/2024","3/19/2024","6244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76571","3/15/2024","3/19/2024","6245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76571","3/15/2024","3/19/2024","6246","8.2","","0.39","HIGH","2.4","82.3","31.13","25.93","304.5","1.88","3.81","5.69","21.86","15.2","6.66","270.4","2023.7","36.82","6.14","16.72","0.01","0.7","0.04","418.68","69.73","27.03","11.75","4.99","25.93","0","5.4","1.26","16.91","56.91","47.38","324.48","243.22","3.38","56.91","53.52","55.67","30% Legume 70% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76571","3/15/2024","3/19/2024","6247","8.3","","0.25","HIGH","1.7","71.73","21.49","16.91","213.21","1.87","4.5","6.37","3.99","2.82","1.17","153.56","2085.22","50.07","4.38","18.92","0.01","0.51","0.01","391.93","128.43","33.64","12.61","3.69","16.91","0","1.17","0","13.13","41.9","9.17","184.27","139.93","3.37","41.9","38.54","40.08","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
