"Zip","Date Recd","Date Rept","Lab No","1:1 Soil pH","WDRF Buffer","1:1 Soluble Salt","Excess Lime","Organic Matter","CO2-C","H2O Total N","H2O Organic N","H2O Total Organic C","H3A Nitrate","H3A Ammonium","H3A Inorganic Nitrogen","H3A Total Phosphorus","H3A Inorganic Phosphorus","H3A Organic Phosphorus","H3A ICAP Potassium","H3A ICAP Calcium","H3A ICAP Aluminum","H3A ICAP Iron","H3A ICAP Sulfur","H3A ICAP Zinc","H3A ICAP Manganese","H3A ICAP Copper","H3A ICAP Magnesium","H3A ICAP Sodium","% MAC","Organic C:N","Organic N:Inorganic N","Organic N Release","Organic N Reserve","Organic P Release","Organic P Reserve","Soil Health Calculation","Available N","Available P","Available K","Nutrient Value","Traditional N","Haney Test N","Lbs N Difference","N savings","Cover crop mix","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3","Beta Glucosidase ppm pNP g-1 soil h-1","Urease ppm NH4-N g-1 soil h-1","Phosphodiesterase ppm pNP g-1 soil h-1","Dehydrogenase ppm INTF g-1 soil h-1","Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1","Beta Glucosaminidase ppm pNP g-1 soil h-1","Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1","Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1","Arylsulfatase ppm pNP g-1 soil h-1","Enzyme Soil Moisture %","Beginning Depth","Ending Depth","Regenerative Certified","Score"
"76571","10/18/2022","10/20/2022","19285","8.29","","0.33","HIGH","1.2","12.69","26.48","18.39","164.19","6.89","1.2","8.09","24.31","21.7","2.61","494.4","2321.68","23.2","20.36","46.72","0.05","1.26","0.37","291.75","86.29","7.73","8.93","2.27","5.69","12.7","0.6","2","6.39","24.8","51.3","593.28","346.03","12.4","24.8","12.4","12.9","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19286","7.91","","0.36","HIGH","2.9","73.37","58.97","26.04","266.4","31.6","1.33","32.93","131.53","122","9.53","519.02","2144.74","24.11","17.61","31.4","0.26","0.71","3.14","305.41","89.55","27.54","10.23","0.79","26.04","0","7.87","1.66","15.27","106.15","298.71","622.83","559.22","56.88","106.15","49.27","51.24","30% Legume 70% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","19.45"
"76571","10/18/2022","10/20/2022","19287","8.13","","0.45","HIGH","1.2","14.33","40.76","17.02","161.83","22.6","1.14","23.74","75.02","69","6.02","384.81","2269.61","25.31","10.51","51.23","0.09","0.6","0.7","310.53","116.74","8.86","9.51","0.72","6.03","10.99","1.6","4.42","6.37","53.59","162.38","461.78","361.31","40.68","53.59","12.91","13.42","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19288","8.08","","1.49","HIGH","3.1","35.37","104.95","17.76","262.65","86","1.19","87.19","151.92","141","10.92","616.05","1518.63","42.42","63.63","565.45","1.51","8.72","1.01","554.76","349.28","13.47","14.79","0.2","9.56","8.19","4.41","6.51","10.57","174.16","334.45","739.26","704.6","154.8","174.16","19.36","20.13","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","19.55"
"76571","10/18/2022","10/20/2022","19289","8.26","","3.2","HIGH","1.1","7.73","36.14","12.22","106.88","23.7","0.22","23.92","22.74","20.1","2.64","84.71","2764.89","64.4","75.04","2348.37","0.6","9.71","0.39","831.27","609.49","7.24","8.74","0.51","3.54","8.69","0.57","2.06","4.13","49.42","47.55","101.65","124.1","42.66","49.42","6.76","7.03","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19290","8.04","","0.29","HIGH","2.2","38.85","30.67","19.93","201.8","9.38","1.36","10.74","33.82","30.8","3.02","264.93","2281.28","33.07","15.99","47.67","0.2","0.99","5.33","273.65","46.08","19.25","10.13","1.86","15.35","4.58","1.74","1.27","9.91","46.95","74.85","317.91","242.22","16.88","46.95","30.07","31.27","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","14.84"
"76571","10/18/2022","10/20/2022","19291","8.31","","0.18","NONE","0.9","12.84","12.56","8.66","106.23","3.13","0.76","3.89","6.37","5.09","1.28","155.99","2575.24","23.35","6.9","29.92","0.01","0.46","0.54","301.7","50.39","12.08","12.26","2.22","4.19","4.48","0.46","0.82","4.27","14.55","12.77","187.19","114.6","5.63","14.55","8.91","9.27","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19292","7.99","","0.68","NONE","2","16.11","48.52","10.95","175.4","37","0.57","37.57","65.25","59.2","6.05","311.14","1917.09","40.54","30.2","432.91","0.67","3.38","4.13","371.28","198.6","9.18","16.02","0.29","4.02","6.93","1.67","4.38","6.21","74.87","139.99","373.37","328.94","66.6","74.87","8.27","8.6","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","5.97"
"76571","10/18/2022","10/20/2022","19293","8.19","","1.59","NONE","1","8.41","23.74","11.18","104.72","12.3","0.25","12.55","20.36","17.7","2.66","176.79","1316.77","54.47","41.69","599.27","0.53","3.71","0.93","511.35","456.93","8.03","9.36","0.89","3.59","7.59","0.64","2.02","4.05","29.06","42.18","212.15","155.7","22.14","29.06","6.92","7.19","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19294","7.84","","0.26","NONE","3.2","37.82","59.63","20.39","282.44","32.2","7.04","39.24","144.89","135","9.89","440.39","1036.38","53.53","82.92","48.89","1.26","4.28","2.87","285.66","81.28","13.39","13.85","0.52","10.92","9.47","3.97","5.92","11.47","90.29","319.64","528.47","505.17","57.96","90.29","32.33","33.62","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","17.75"
"76571","10/18/2022","10/20/2022","19295","7.83","","0.8","NONE","1.4","13.45","26.18","10.72","127.94","13.7","1.76","15.46","32.15","28.2","3.95","250.75","2172.48","38.11","24.27","421.83","0.23","3.13","1.35","385.23","101.74","10.51","11.93","0.69","4.51","6.21","1.25","2.7","4.98","35.94","67.72","300.9","218.99","24.66","35.94","11.28","11.74","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19296","7.92","","1.01","NONE","4.5","72.67","33.96","16.95","197.28","15.8","1.21","17.01","72.8","66.3","6.5","398.58","4639.62","26.09","27.13","2535.45","0.23","10.12","1.85","741.96","423.71","36.84","11.64","1","16.95","0","6.5","0","12.91","61.13","167.45","478.3","379.75","28.44","61.13","32.69","33.99","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","27.33"
"76571","10/18/2022","10/20/2022","19297","8.08","","3.4","NONE","1.2","9.53","13.96","7.71","87.15","5.9","0.34","6.24","3.5","1.83","1.67","66.2","3037.12","43.43","16.58","1879.06","0.06","1.85","0.28","809.91","1059.16","10.93","11.3","1.24","3.37","4.34","0.55","1.12","3.47","17.31","5.47","79.44","60.24","10.62","17.31","6.69","6.96","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19298","8.32","","1.08","NONE","3","15.8","131.7","23.2","410.62","107","1.5","108.5","80.66","74.1","6.56","1162.56","2143.43","18.44","33.61","279.33","0.28","2.59","6.83","426.35","366.08","3.85","17.7","0.21","3.57","19.63","0.76","5.8","12.11","201.73","172.17","1395.07","986.53","192.6","201.73","9.13","9.49","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","23.5"
"76571","10/18/2022","10/20/2022","19299","8.58","","1.06","NONE","0.7","7.85","42.02","12.39","143.69","28.9","0.73","29.63","8.7","6.63","2.07","845.57","2332.01","16.55","19.84","298.61","0.03","2.31","0.34","552.48","381.93","5.46","11.6","0.42","2.71","9.68","0.34","1.73","4.9","58.21","16.03","1014.69","575.25","52.02","58.21","6.19","6.44","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19300","8.34","","0.4","NONE","2.5","20.17","51.26","27.28","293.51","22.3","1.68","23.98","99.34","90.8","8.54","612.54","2007.18","24.43","54.35","90.76","0.28","2.48","7.34","360.51","151.13","6.87","10.76","1.14","7.5","19.78","1.76","6.78","10.62","56.66","212.89","735.05","524.38","40.14","56.66","16.52","17.18","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","14.27"
"76571","10/18/2022","10/20/2022","19301","8.26","","0.68","NONE","1.6","8.81","39.05","10.2","159.35","27.4","1.45","28.85","64.03","58.8","5.23","541.52","2134.02","24.68","64.74","299.87","0.2","3.34","6.71","386.75","259.41","5.53","15.62","0.35","2.26","7.94","0.87","4.36","5.09","55.99","137.24","649.82","446.27","49.32","55.99","6.67","6.94","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19302","8.04","","0.73","NONE","2.4","26.06","124.6","16.04","266.09","107","1.56","108.56","92.81","86.8","6.01","894.24","2159.81","22.77","17.57","57.61","0.2","1.72","7.13","330.19","142.5","9.79","16.59","0.15","6.28","9.76","1.77","4.25","9.53","206.72","203.7","1073.09","845.24","192.6","206.72","14.12","14.68","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","12.07"
"76571","10/18/2022","10/20/2022","19303","8.34","","0.47","NONE","0.9","10.74","43.83","10.12","138.46","32.5","1.21","33.71","15.73","13.3","2.43","588.47","2244.72","33.63","6.85","40.96","0.03","0.45","0.7","317.86","151.24","7.76","13.68","0.3","3.14","6.98","0.57","1.87","4.86","66.33","31.89","706.17","436.74","58.5","66.33","7.83","8.14","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19317","8.17","","0.04","HIGH","1.6","29.38","37","24.47","227.43","11.2","1.33","12.53","139.71","129","10.71","205.58","956.16","63.48","13.94","57.72","1.25","4.09","0.27","246.47","143.3","12.92","9.29","1.95","12.64","11.82","4.15","6.56","9.93","45.31","306.24","246.7","311.35","20.16","45.31","25.15","26.16","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","8.92"
"76571","10/18/2022","10/20/2022","19318","7.97","","0.07","HIGH","1.2","15.99","25","13.68","154.19","9.7","1.62","11.32","101.42","94.7","6.72","124.99","1253.22","53.73","10.02","206.18","0.85","1.73","0.21","257.87","228.53","10.37","11.27","1.21","5.68","8.01","2.09","4.63","6.05","30.59","222.62","149.98","209.21","17.46","30.59","13.13","13.66","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19319","7.98","","0.02","HIGH","2","34.49","34.44","17.67","207.53","15.6","1.17","16.77","27.67","22.6","5.07","92.63","1829.61","41.68","8.92","71.86","0.27","1.27","0.13","310.47","140.01","16.62","11.74","1.05","11.75","5.92","2.53","2.54","9.37","51.33","57.79","111.16","135.55","28.08","51.33","23.25","24.18","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","8.59"
"76571","10/18/2022","10/20/2022","19320","8.04","","0.04","HIGH","1.4","18.84","17.11","12.22","131.2","4.49","0.4","4.89","7.55","5.37","2.18","52.2","2422.68","27.38","5.69","381.09","0.05","0.45","0.07","399.03","331.93","14.36","10.74","2.5","7.02","5.2","0.94","1.24","5.73","21.43","14.51","62.64","60.29","8.08","21.43","13.35","13.89","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19321","7.97","","0.01","HIGH","2.6","21.98","46.22","19.71","242.37","25.1","1.41","26.51","277.37","260","17.37","381.5","1608.07","66.13","21.19","131.53","2.14","2.92","0.3","340.39","256.51","9.07","12.29","0.74","7.15","12.56","4.73","12.64","9.02","60.59","608.87","457.8","572","45.18","60.59","15.41","16.03","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","4.35"
"76571","10/18/2022","10/20/2022","19322","8.01","","0.01","HIGH","1.8","18.77","40.84","16.43","197.71","23.2","1.21","24.41","107.83","102","5.83","295.02","2003.29","47.26","12.29","189.54","0.44","0.67","0.18","343.22","331.35","9.49","12.03","0.67","6.24","10.19","1.66","4.17","7.47","55.17","238.42","354.02","344.06","41.76","55.17","13.41","13.95","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19323","8.04","","0.01","HIGH","2.4","18.37","31.4","16.31","182.27","13.8","1.29","15.09","219.8","206","13.8","292.5","1939.25","43.74","14.93","167.26","1.39","2.02","0.23","323.39","242.44","10.08","11.17","1.08","6.58","9.74","4.17","9.63","7.11","39","483.39","351","438.42","24.84","39","14.16","14.72","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","4.21"
"76571","10/18/2022","10/20/2022","19324","8.04","","0.06","HIGH","1.6","15.61","20.43","13.92","137.53","5.91","0.59","6.5","89.55","84.6","4.95","269.77","2236.35","30.6","9.21","295.42","0.27","0.63","0.13","322.41","315.39","11.35","9.88","2.14","6.32","7.6","1.69","3.27","5.7","23.08","198.46","323.73","277.16","10.64","23.08","12.44","12.94","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19325","7.97","","0.03","HIGH","2.7","18.9","41.5","9.77","160.2","31.2","0.52","31.72","320.75","293","27.75","433.26","2618.3","71.66","14.68","1253.75","1.8","4.7","0.26","479.84","311.16","11.8","16.39","0.31","4.61","5.16","9.82","17.93","6.07","65.4","696.49","519.91","648.36","56.16","65.4","9.24","9.61","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","1.6"
"76571","10/18/2022","10/20/2022","19326","7.95","","0.05","HIGH","1.6","17.83","34.37","14.4","159.53","19.1","0.88","19.98","167.35","154","13.35","396.34","3094.15","80.68","11.64","1888.99","8.1","2.43","0.22","545.26","557.66","11.18","11.08","0.72","6.44","7.96","4.48","8.87","6.41","47.54","364.49","475.61","454.92","34.38","47.54","13.16","13.69","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19332","8.16","","0.68","HIGH","3","25.57","58.8","19.27","298.04","37.8","1.73","39.53","210.67","197","13.67","612.73","1673.84","52.42","10.95","157.52","0.57","2.54","1.1","424.94","267.64","8.58","15.47","0.49","6.61","12.66","3.52","10.15","10.45","83.06","461.2","735.28","666.17","68.04","83.06","15.02","15.62","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","2.43"
"76571","10/18/2022","10/20/2022","19333","8.02","","1.15","HIGH","2.5","35.15","100.5","15.38","252.25","84.6","0.52","85.12","133.41","124","9.41","420.82","1931.31","46.04","8.07","216.15","0.25","1.47","0.76","472.97","352.81","13.93","16.4","0.18","8.57","6.81","3.93","5.48","10.1","168.65","294.25","504.98","563.24","152.28","168.65","16.37","17.02","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19334","8.12","","0.33","HIGH","1.9","24.81","23.5","17.8","199.31","4.29","1.41","5.7","77.73","72.2","5.53","202.57","2234.67","30.31","10.79","40.69","0.26","0.76","0.13","315.19","62.21","12.45","11.2","3.12","8.86","8.94","2.07","3.47","8.25","26.21","170.81","243.09","227.38","7.72","26.21","18.49","19.23","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","9.3"
"76571","10/18/2022","10/20/2022","19335","8.2","","0.36","HIGH","0.9","11.35","14.13","10.93","118.34","2.06","1.14","3.2","14.92","12.3","2.62","127.07","2594.03","21.51","5.07","74.28","0.03","0.32","0.08","350.75","99.43","9.59","10.83","3.41","4.19","6.73","0.75","1.87","4.59","13.31","30.03","152.48","103.89","3.71","13.31","9.6","9.98","60% Legume 40% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19336","8.1","","1.47","HIGH","2.2","11.53","175.1","22.83","358.18","151","1.27","152.27","145.25","135","10.25","880.58","2064.95","34.19","13.99","99.31","0.41","2.79","0.51","343.39","255.36","3.22","15.69","0.15","2.94","19.89","0.99","9.26","10.6","279.38","312.78","1056.69","962.78","271.8","279.38","7.58","7.88","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","3.12"
"76571","10/18/2022","10/20/2022","19337","7.92","","1.05","HIGH","1.9","24.7","133.4","15.99","280.67","116","1.41","117.41","97.68","90.9","6.78","588.75","2187.69","32.03","10.13","109.02","0.23","1.27","0.25","337.76","220.39","8.8","17.55","0.14","5.63","10.36","1.79","4.99","9.68","221.47","213.19","706.5","681.64","208.8","221.47","12.67","13.18","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19338","8.04","","0.33","HIGH","2.3","27.64","45.49","22.89","258.51","21.4","1.2","22.6","42.67","37.6","5.07","184.7","2388.59","24.3","6.38","55.65","0.07","0.46","0.15","346.33","75.29","10.69","11.29","1.01","9.79","13.1","1.63","3.45","10.22","58.3","90.22","221.64","212.96","38.52","58.3","19.78","20.57","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","5.83"
"76571","10/18/2022","10/20/2022","19339","8.03","","0.88","HIGH","1.7","19.64","30.19","18.84","191.61","10.3","1.05","11.35","22.87","19.3","3.57","169.22","2435.53","26.04","4.68","245.88","0.04","0.53","0.12","419.64","221.26","10.25","10.17","1.66","7.72","11.11","1.1","2.47","7.68","34.33","46.92","203.06","158.81","18.54","34.33","15.79","16.42","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19340","8.16","","0.62","HIGH","2.2","23.44","84.3","20.9","299.43","61.8","1.6","63.4","56.97","51.1","5.87","534.86","2274.18","21.54","6.7","68.94","0.11","0.75","0.25","351.38","165.81","7.83","14.33","0.33","6.54","14.36","1.38","4.49","10.42","125.9","120.7","641.84","507.37","111.24","125.9","14.66","15.24","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","5.16"
"76571","10/18/2022","10/20/2022","19341","8.09","","1.15","HIGH","1.7","17.73","67.5","19.77","222.94","47.1","0.63","47.73","26.85","23","3.85","275.97","2531.01","18.43","4.8","214.17","0.04","0.39","0.13","411.91","277.73","7.95","11.28","0.41","6.29","13.48","0.92","2.93","8.21","97.24","55.01","331.16","292.01","84.78","97.24","12.46","12.95","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19347","8.08","","0.31","NONE","1.7","22.52","72.8","23.13","307.54","43.4","6.27","49.67","201.92","191","10.92","615.12","648","137.25","63.66","60.41","3.5","13.71","0.47","266.94","144.6","7.32","13.3","0.47","6.78","16.35","2.4","8.52","10.72","101.6","444.82","738.14","679.35","78.12","101.6","23.48","24.42","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","6.54"
"76571","10/18/2022","10/20/2022","19348","8.02","","0.63","NONE","1.1","13.58","49.37","15.65","245.54","31.5","2.22","33.72","174.34","165","9.34","672.95","430.32","159.93","72.96","136.82","2.39","13.77","0.59","211.16","203.25","5.53","15.69","0.46","3.46","12.19","1.55","7.79","7.83","66.93","383.07","807.54","649.59","56.7","66.93","10.23","10.64","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19349","8.69","","0.45","NONE","1.8","15.32","93.5","29.41","369.91","62.3","1.79","64.09","293.98","277","16.98","1054.99","765.56","178.74","82.58","71.36","4.19","10.74","1.8","321.21","202.51","4.14","12.58","0.46","4.87","24.54","2.11","14.87","11.87","124.13","641.95","1265.98","1057.38","112.14","124.13","11.99","12.47","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","2.96"
"76571","10/18/2022","10/20/2022","19350","8.46","","0.65","NONE","1.2","11.36","97.83","28.27","382.82","67.7","1.86","69.56","199.06","193","6.06","943.07","484.96","154.26","67.49","116.6","2.78","9.23","1.65","239.17","284.78","2.97","13.54","0.41","3.35","24.91","0.54","5.52","11.62","131.25","445.14","1131.69","907.11","121.86","131.25","9.39","9.76","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19351","8.64","","0.63","NONE","1.6","10.51","118","33.45","449.26","82.7","1.85","84.55","251.87","244","7.87","1231.66","587.94","235.7","120.35","101.55","3.92","12.15","1.9","290.22","268.96","2.34","13.43","0.4","3.13","30.32","0.55","7.31","13.38","157.82","562.47","1477.99","1161.87","148.86","157.82","8.96","9.32","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","3.8"
"76571","10/18/2022","10/20/2022","19352","8.5","","0.65","NONE","1.3","11.39","86.27","30.68","382.21","53.7","1.89","55.59","195.41","189","6.41","987.22","531.5","143.86","69.92","138.37","2.41","10","0.98","274.72","340.58","2.98","12.46","0.55","3.66","27.02","0.57","5.84","11.85","106.64","436.02","1184.67","903.81","96.66","106.64","9.98","10.38","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19353","8.27","","0.81","NONE","1.6","12.06","61.18","26.47","292.64","33","1.71","34.71","171.57","160","11.57","811.88","1082.39","75.91","78.06","812.07","1.75","21.45","0.54","346.51","609.8","4.12","11.06","0.76","4.36","22.11","1.43","10.14","9.71","70.33","371.29","974.25","731.06","59.4","70.33","10.93","11.37","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","3.65"
"76571","10/18/2022","10/20/2022","19354","8.33","","0.8","NONE","0.8","9.54","62.95","23.48","274.43","37.6","1.87","39.47","52.14","48.9","3.24","591.65","418.64","219.43","117.11","371.29","0.8","10.58","0.55","200.98","600.49","3.48","11.69","0.59","3.26","20.21","0.34","2.9","8.79","76.92","113.25","709.98","487.08","67.68","76.92","9.24","9.61","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19355","8.07","","0.23","NONE","1.9","24.97","65.49","31.5","353.39","32.5","1.49","33.99","129.59","120","9.59","648.88","959.25","60.4","20.25","51.99","1.58","4.66","0.39","233.29","91.6","7.06","11.22","0.93","8.9","22.6","2.03","7.55","12.71","77.21","280.67","778.66","598.73","58.5","77.21","18.71","19.45","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","10.29"
"76571","10/18/2022","10/20/2022","19356","8.04","","0.33","HIGH","1.2","11.44","39.89","22.77","227.4","16","1.12","17.12","83.65","76.6","7.05","276.25","1249.67","60.72","17.9","61.23","0.87","2.19","0.28","252.68","102.55","5.03","9.99","1.33","4.58","18.19","1.06","5.99","7.97","39.06","178.63","331.5","288.55","28.8","39.06","10.26","10.67","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19357","7.99","","0.26","HIGH","2.1","25.44","51.83","30.46","332.38","20","1.37","21.37","143.81","132","11.81","444.56","1929.56","33.58","13.36","31.45","1","1.64","0.17","292.88","76.61","7.65","10.91","1.43","9.33","21.14","2.71","9.1","12.24","55.25","309.84","533.47","466.72","36","55.25","19.25","20.02","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","9.48"
"76571","10/18/2022","10/20/2022","19358","8.13","","0.25","HIGH","0.8","16.46","28.32","22.33","210.54","4.14","1.85","5.99","23.22","21.2","2.02","269.08","2372.39","24.79","6.57","47","0.13","0.23","0.09","276.48","88.04","7.82","9.43","3.73","6.98","15.35","0.47","1.55","8.09","23.35","49.85","322.89","208.66","7.45","23.35","15.89","16.53","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
